"","Date","X.tx","Vol","mean_tx","mean_tdiff","var_tdiff","Transaction","Open_price","High_price","Low_Price","Close_Price","Ex_volume","Wt_Price","log_txcount","pricedelta","log_txcount_lag","pricedelta_lag","Ex_volume_lag","Ex_volume_lag.1","Transaction_lag","Wt_Price_lag","High_price_lag","ID"
"308","5/17/2011",8967,3.4538e+13,3851675378,1505343.753,8.98531e+11,13.29486724,7.8974,8.38901,6.97991,7.19,35345.455,7.522012252,9.10130645095205,-0.7074,9.02581639162703,1.04398,44141.405,44141.405,15.61282785,7.771625614,8.5,307
"309","5/18/2011",8511,6.5389e+13,7682878698,1452000.188,5.15724e+11,16.69735463,7.1911,7.5,6.6,6.88,25403.435,7.138056912,9.04911472347696,-0.3111,9.10130645095205,-0.7074,35345.455,35345.455,13.29486724,7.522012252,8.38901,308
"310","5/19/2011",8598,8.78401e+13,10216341214,1416735.123,1.64044e+11,18.61140679,6.7002,7.34,6.60711,6.805,24436.409,6.962348658,9.05928489705623,0.1048,9.04911472347696,-0.3111,25403.435,25403.435,16.69735463,7.138056912,7.5,309
"311","5/20/2011",10005,4.5815e+13,4579207877,1395852.394,3.72914e+11,16.95989301,6.8051,7.1,5.5772,5.59039,44460.435,6.275069901,9.21084024701783,-1.21471,9.05928489705623,0.1048,24436.409,24436.409,18.61140679,6.962348658,7.34,310
"312","5/21/2011",9576,3.54137e+13,3698169735,1356019.64,6.3122e+11,19.00720349,5.7999,6.5199,5.5772,6.11971,31111.902,5.966853781,9.16701524723781,0.31981,9.21084024701783,-1.21471,44460.435,44460.435,16.95989301,6.275069901,7.1,311
"313","5/22/2011",11051,3.81566e+13,3452776724,1344188.375,1.01269e+12,21.16861654,6.14,6.7594,5.99001,6.6901,23872.154,6.469148779,9.31027620058878,0.5501,9.16701524723781,0.31981,31111.902,31111.902,19.00720349,5.966853781,6.5199,312
"314","5/23/2011",12461,4.12708e+13,3311998612,1332314.224,1.20636e+12,19.12275662,6.6901,7.45,6.68999,7.14991,35279.88,7.103235532,9.43035904594287,0.45981,9.31027620058878,0.5501,23872.154,23872.154,21.16861654,6.469148779,6.7594,313
"315","5/24/2011",8107,5.36121e+13,6613056868,1260123.002,3.39231e+11,19.09579145,7.1499,7.51,6.96,7.42,29282.479,7.233925852,9.00048316498771,0.2701,9.43035904594287,0.45981,35279.88,35279.88,19.12275662,7.103235532,7.45,314
"316","5/25/2011",8363,2.24876e+13,2688934793,1232311.092,4.3622e+11,21.39997947,7.4899,9.33,7.21612,8.3997,64049.942,7.976668858,9.03157249338153,0.9098,9.00048316498771,0.2701,29282.479,29282.479,19.09579145,7.233925852,7.51,315
"317","5/26/2011",8062,2.65953e+13,3298849127,1204595.402,6.61384e+11,20.2567875,8.2502,8.9869,8.01,8.798,28644.99,8.546712076,8.99491694367711,0.547800000000001,9.03157249338153,0.9098,64049.942,64049.942,21.39997947,7.976668858,9.33,316
"318","5/27/2011",9271,2.69113e+13,2902737240,1138830.458,48852542816,16.43284651,8.7002,8.83,8.5002,8.5002,14431.838,8.671733038,9.13464652760698,-0.200000000000001,8.99491694367711,0.547800000000001,28644.99,28644.99,20.2567875,8.546712076,8.9869,317
"319","5/28/2011",11251,2.80063e+13,2489227290,1113642.157,2.39884e+11,13.1819608,8.55,8.7,8.11,8.3001,12247.722,8.44758678,9.32821229257107,-0.2499,9.13464652760698,-0.200000000000001,14431.838,14431.838,16.43284651,8.671733038,8.83,318
"320","5/29/2011",11850,2.71524e+13,2291343626,1080363.883,2.40228e+11,14.43394585,8.3001,8.49,8.102,8.4299,7487.54,8.298970622,9.38008314656328,0.129799999999999,9.32821229257107,-0.2499,12247.722,12247.722,13.1819608,8.44758678,8.7,319
"321","5/30/2011",13692,3.53772e+13,2583787884,1083408.174,8.43595e+11,15.95794968,8.4483,9,8.25001,8.8,17680.151,8.724973291,9.52456699965008,0.351700000000001,9.38008314656328,0.129799999999999,7487.54,7487.54,14.43394585,8.298970622,8.49,320
"322","5/31/2011",18372,6.12028e+13,3331308397,1026242.259,96261592162,20.95768475,8.8,9.4998,8.1,8.741,45794.425,8.884973828,9.81858304544568,-0.0590000000000011,9.52456699965008,0.351700000000001,17680.151,17680.151,15.95794968,8.724973291,9,321
"323","6/1/2011",16456,4.76158e+13,2893524206,1033502.102,5.0675e+11,21.6219555,8.741,9.6987,8.3,9.57,43479.96,9.212619963,9.70844543133279,0.829000000000001,9.81858304544568,-0.0590000000000011,45794.425,45794.425,20.95768475,8.884973828,9.4998,322
"324","6/2/2011",13994,5.53576e+13,3955808717,999157.6556,1.24505e+11,25.08212749,9.6,10.888,9.5,10.6,41047.265,10.11304206,9.54638394530584,1,9.70844543133279,0.829000000000001,43479.96,43479.96,21.6219555,9.212619963,9.6987,323
"325","6/3/2011",18829,8.27037e+13,4392355006,1021502.057,6.32685e+11,26.6377786,10.6002,14.499,10.5752,14.29,72980.242,13.07906785,9.84315351349643,3.6898,9.54638394530584,1,41047.265,41047.265,25.08212749,10.11304206,10.888,324
"326","6/4/2011",15851,5.25772e+13,3316966837,989582.1124,83847734849,31.68367067,14.27,18.89,14.04,18.89,44475.343,16.40618822,9.67098786879789,4.62,9.84315351349643,3.6898,72980.242,72980.242,26.6377786,13.07906785,14.499,325
"327","6/5/2011",25991,7.87348e+13,3029311972,1019853.986,4.41022e+11,23.52063186,18.966,18.998,16.2,16.7,24278.972,17.32414648,10.1655056032324,-2.266,9.67098786879789,4.62,44475.343,44475.343,31.68367067,16.40618822,18.89,326
"328","6/6/2011",22749,7.71111e+13,3389650014,1059796.533,3.56186e+11,26.458909,16.7,19.23,16.4513,18.5499,55092.474,18.45855378,10.032276467369,1.8499,10.1655056032324,-2.266,24278.972,24278.972,23.52063186,17.32414648,18.998,327
"329","6/7/2011",20614,9.21006e+13,4467868512,1102928.479,1.2274e+11,28.53132133,18.2605,24.32,18.26,23.9234,53715.037,19.89951757,9.93372573559674,5.6629,10.032276467369,1.8499,55092.474,55092.474,26.458909,18.45855378,19.23,328
"330","6/8/2011",18970,1.47334e+14,7766706160,1141220.17,47666555075,39.21740563,23.9999,31.9099,22.2135,29.6,104925.157,27.24628168,9.85061406292906,5.6001,9.93372573559674,5.6629,53715.037,53715.037,28.53132133,19.89951757,24.32,329
"331","2/14/2012",23077,1.82792e+14,7920941693,1191144.356,19475966934,6.96051344,5.26,5.45126,4.21211,4.46292,297572.0163,4.70287486,10.0465917295046,-0.797079999999999,9.85061406292906,5.6001,104925.157,104925.157,39.21740563,27.24628168,31.9099,330
"332","6/9/2011",21609,1.26645e+14,5860768323,1226547.238,2.37369e+11,48.4001229,29.91,31.5,26.151,28.919,62933.66,29.58019036,9.98086517355747,-0.991,10.0465917295046,-0.797079999999999,297572.0163,297572.0163,6.96051344,4.70287486,5.45126,331
"333","6/10/2011",23625,1.53508e+14,6497707994,1270683.82,1.38818e+11,37.85372624,28.9191,29.399,20.01,23.9497,92208.2,24.67010965,10.0700607523619,-4.9694,9.98086517355747,-0.991,62933.66,62933.66,48.4001229,29.58019036,31.5,332
"334","6/11/2011",23565,4.22802e+14,17941945724,1338486.046,18623776570,36.72083742,23.93,23.99,13,14.6511,121869.972,17.61375608,10.0675178393578,-9.2789,10.0700607523619,-4.9694,92208.2,92208.2,37.85372624,24.67010965,29.399,333
"335","6/12/2011",24113,8.7614e+14,36334763525,1407944.341,1.226e+11,41.15152999,14.75,24.99,10.25,18.5464,151194.158,16.21183382,10.0905063931317,3.7964,10.0675178393578,-9.2789,121869.972,121869.972,36.72083742,17.61375608,23.99,334
"336","6/13/2011",21486,1.56553e+14,7286260656,1487347.712,88985703184,40.65158133,18.5479,24.5,16,19.84,73421.791,20.10628687,9.97515683922649,1.2921,10.0905063931317,3.7964,151194.158,151194.158,41.15152999,16.21183382,24.99,335
"337","6/14/2011",20180,1.25539e+14,6220974846,1548451.083,3.60907e+11,33.47003135,19.8,20.5,18.001,19.28,36155.99,19.25003255,9.9124472939076,-0.52,9.97515683922649,1.2921,73421.791,73421.791,40.65158133,20.10628687,24.5,336
"338","6/15/2011",21112,4.56238e+14,21610367442,1616438.951,5.67321e+11,42.43918865,19.2804,20,19.022,19.49,27711.898,19.6787728,9.95759687818316,0.209599999999998,9.9124472939076,-0.52,36155.99,36155.99,33.47003135,19.25003255,20.5,337
"339","6/16/2011",17849,1.33102e+14,7457109736,1685379.473,2.13894e+11,31.72265722,19.5,19.89,17,17,49202.135,18.85575537,9.78970276322951,-2.5,9.95759687818316,0.209599999999998,27711.898,27711.898,42.43918865,19.6787728,20,338
"340","6/17/2011",16527,3.31009e+14,20028349314,1747313.135,2.94493e+11,30.76697918,17,18.34,13,15.681,108623.773,15.50630382,9.71275068614083,-1.319,9.78970276322951,-2.5,49202.135,49202.135,31.72265722,18.85575537,19.89,339
"341","6/18/2011",17615,1.32144e+14,7501781988,1810898.39,66089667114,30.27588907,15.9635,16.9499,15.052,16.89,35536.552,16.03839744,9.77650609077534,0.926500000000001,9.71275068614083,-1.319,108623.773,108623.773,30.76697918,15.50630382,18.34,340
"342","6/19/2011",16581,1.62161e+14,9779919078,1905154.497,2.95556e+11,26.78637934,16.85,18.8766,16.85,17.51,30176.739,17.77088569,9.71601274050137,0.66,9.77650609077534,0.926500000000001,35536.552,35536.552,30.27588907,16.03839744,16.9499,341
"343","6/20/2011",18196,4.77485e+14,26241222883,1984198.892,2.85754e+11,21.06156276,0,0,0,0,0,0,9.80895706868989,0,9.71601274050137,0.66,30176.739,30176.739,26.78637934,17.77088569,18.8766,342
"344","6/21/2011",17313,1.0718e+15,61907091226,2000117.829,10853864.23,18.24724796,0,0,0,0,0,0,9.75921294337908,0,9.80895706868989,0,0,0,21.06156276,0,0,343
"345","6/22/2011",18955,4.04416e+14,21335593510,2031071.077,2.0832e+11,17.88992398,0,0,0,0,0,0,9.84982302795044,0,9.75921294337908,0,0,0,18.24724796,0,0,344
"346","6/23/2011",23765,1.86935e+14,7865999171,2097999.519,2.83407e+11,16.04724236,0,0,0,0,0,0,10.0759691890481,0,9.84982302795044,0,0,0,17.88992398,0,0,345
"347","6/24/2011",19477,6.86312e+14,35237041041,2163562.632,1.08332e+11,15.10772997,0,0,0,0,0,0,9.8769895612299,0,10.0759691890481,0,0,0,16.04724236,0,0,346
"348","6/25/2011",17780,2.77613e+14,15613765636,2221180.062,1.34207e+11,21.99481921,0,0,0,0,0,0,9.7858295090679,0,9.8769895612299,0,0,0,15.10772997,0,0,347
"349","6/26/2011",17308,1.49682e+14,8648126462,2254693.962,1.84647e+11,22.58593178,17.51001,17.51001,14.01,16.45001,15053.92693,15.58542156,9.75892410134477,-1.06,9.7858295090679,0,0,0,21.99481921,0,0,348
"350","6/27/2011",18678,1.10911e+14,5938064078,2324770.036,1.03038e+11,28.5009098,16.45001,18,15,16.75004,31452.54448,17.01281658,9.83510163966966,0.30003,9.75892410134477,-1.06,15053.92693,15053.92693,22.58593178,15.58542156,17.51001,349
"351","6/28/2011",13708,8.66465e+13,6320874257,2494368.821,3.5897e+11,21.04399723,16.75,17.52,16.5,16.9498,24398.14637,16.92883611,9.5257348829945,0.1998,9.83510163966966,0.30003,31452.54448,31452.54448,28.5009098,17.01281658,18,350
"352","6/29/2011",14056,5.70135e+13,4056170675,2548531.688,89150058442,20.27653059,16.94991,17.2,16.666,16.845,21043.36941,16.88432919,9.55080462986693,-0.10491,9.5257348829945,0.1998,24398.14637,24398.14637,21.04399723,16.92883611,17.52,351
"353","6/30/2011",17151,1.35457e+14,7897913919,2596317.832,2.45744e+11,18.31708499,16.846,17,15.73,16.10098,34961.1896,16.50817823,9.74981175993208,-0.74502,9.55080462986693,-0.10491,21043.36941,21043.36941,20.27653059,16.88432919,17.2,352
"354","7/1/2011",17503,4.07431e+13,2327780410,2636947.48,1.40454e+11,16.95778436,16.10098,16.74,15.26,15.397,33284.45294,15.89923956,9.77012757379084,-0.70398,9.74981175993208,-0.74502,34961.1896,34961.1896,18.31708499,16.50817823,17,353
"355","7/2/2011",20684,5.68743e+13,2749676482,2714981.733,1.38389e+11,17.63908177,15.3705,15.8,15.271,15.4,19453.23751,15.53133272,9.93711573351611,0.0295000000000005,9.77012757379084,-0.70398,33284.45294,33284.45294,16.95778436,15.89923956,16.74,354
"356","7/3/2011",16422,4.65501e+13,2834619905,2784784.276,1.88155e+11,12.95560401,15.39981,15.689,15.311,15.44049,16792.2853,15.47588674,9.70637717826873,0.04068,9.93711573351611,0.0295000000000005,19453.23751,19453.23751,17.63908177,15.53133272,15.8,355
"357","7/4/2011",14838,3.04592e+13,2052783506,2817659.773,2.34747e+11,15.26228889,15.4407,15.48988,13.14,13.86,52276.98904,14.47890561,9.60494673674947,-1.5807,9.70637717826873,0.04068,16792.2853,16792.2853,12.95560401,15.47588674,15.689,356
"358","7/5/2011",13964,2.07562e+14,14864065300,2872329.176,1.628e+11,17.1050446,13.878,15,11,12.90691,84081.15246,12.8007934,9.54423786822493,-0.97109,9.60494673674947,-1.5807,52276.98904,52276.98904,15.26228889,14.47890561,15.48988,357
"359","7/6/2011",15762,2.42526e+14,15386732586,2970361.605,1.23703e+11,18.73264167,12.90701,16.5,12.67132,14.78347,111818.3228,14.80365285,9.66535725891359,1.87646,9.54423786822493,-0.97109,84081.15246,84081.15246,17.1050446,12.8007934,15,358
"360","7/7/2011",18011,1.00619e+14,5586529118,3045864.824,3.92727e+11,14.78154774,14.78367,15.9,14.5,14.77609,54465.69644,15.15545202,9.79873796133706,-0.00758000000000081,9.66535725891359,1.87646,111818.3228,111818.3228,18.73264167,14.80365285,16.5,359
"361","7/8/2011",14402,1.06737e+14,7411246106,3080844.418,3.02e+11,13.00884717,14.77609,15.64276,13.90152,14.31399,34853.41817,14.34990889,9.57512236480881,-0.4621,9.79873796133706,-0.00758000000000081,54465.69644,54465.69644,14.78154774,15.15545202,15.9,360
"362","7/9/2011",15268,1.42628e+14,9341619356,3163383.218,5.69611e+11,13.50615094,14.31399,14.6999,14.0201,14.38,11909.16986,14.38633201,9.63351441386512,0.0660100000000003,9.57512236480881,-0.4621,34853.41817,34853.41817,13.00884717,14.34990889,15.64276,361
"363","7/10/2011",15009,1.92414e+14,12819878362,3279720.2,1.06372e+12,12.79683879,14.375,15.68,14.35,14.9,45284.42394,15.08031023,9.61640530015631,0.525,9.63351441386512,0.0660100000000003,11909.16986,11909.16986,13.50615094,14.38633201,14.6999,362
"364","7/11/2011",13236,5.9658e+13,4507251409,3320334.425,3.65099e+11,13.77107564,14.9,15.1999,13.8,14.20912,49160.0106,14.37057291,9.4906956690415,-0.69088,9.61640530015631,0.525,45284.42394,45284.42394,12.79683879,15.08031023,15.68,363
"365","7/12/2011",15264,1.24776e+14,8174525555,3390190.132,2.82131e+11,12.17776867,14.20912,14.63988,13.9,14.00943,26356.50591,14.15159337,9.63325239368807,-0.19969,9.4906956690415,-0.69088,49160.0106,49160.0106,13.77107564,14.37057291,15.1999,364
"366","7/13/2011",15069,5.62392e+13,3732110765,3465475.325,2.77245e+11,15.64254982,14.0276,14.15,13.91,13.95099,10338.14555,14.02882825,9.62039493241815,-0.0766100000000005,9.63325239368807,-0.19969,26356.50591,26356.50591,12.17776867,14.15159337,14.63988,365
"367","7/14/2011",20343,3.30154e+14,16229380550,3532451.035,2.16913e+11,14.32494418,13.97,14.07,13.7,13.99,17661.15567,13.92786054,9.92049215135195,0.0199999999999996,9.62039493241815,-0.0766100000000005,10338.14555,10338.14555,15.64254982,14.02882825,14.15,366
"368","7/15/2011",17910,2.73428e+14,15266773421,3607597.689,1.05278e+11,13.93294757,13.99999,14.09,13.5021,13.81,24819.54208,13.89961571,9.79311449505476,-0.18999,9.92049215135195,0.0199999999999996,17661.15567,17661.15567,14.32494418,13.92786054,14.07,367
"369","7/16/2011",16078,5.43198e+13,3378516771,3689111.046,2.42659e+11,13.44019776,13.81,13.81,13.501,13.7191,17264.49479,13.62003181,9.68520715688791,-0.0909000000000013,9.79311449505476,-0.18999,24819.54208,24819.54208,13.93294757,13.89961571,14.09,368
"370","7/17/2011",15253,1.33269e+14,8737236550,3773898.249,1.9533e+11,12.45441972,13.719,13.75,13.021,13.16,34375.47259,13.33829475,9.63253148399993,-0.558999999999999,9.68520715688791,-0.0909000000000013,17264.49479,17264.49479,13.44019776,13.62003181,13.81,369
"371","7/18/2011",16104,1.55146e+14,9633997367,3917313.396,9.93584e+11,10.45340351,13.16,13.915,12.51,13.48,75896.30774,13.02966206,9.68682296731963,0.32,9.63253148399993,-0.558999999999999,34375.47259,34375.47259,12.45441972,13.33829475,13.75,370
"372","7/19/2011",13577,6.03791e+13,4447164113,3936948.221,4.95354e+11,17.08671088,13.47051,14.7,13.44,13.85024,67575.61325,14.03591725,9.51613246360028,0.379729999999999,9.68682296731963,0.32,75896.30774,75896.30774,10.45340351,13.02966206,13.915,371
"373","7/20/2011",14969,5.41319e+13,3616263833,3980038.901,2.67255e+11,11.50496853,13.86024,14,13.4,13.68943,23177.89843,13.69115924,9.61373667491524,-0.170809999999999,9.51613246360028,0.379729999999999,67575.61325,67575.61325,17.08671088,14.03591725,14.7,372
"374","7/21/2011",18397,1.43371e+14,7793181229,4047381.845,4.20297e+11,9.3605919,13.71982,13.78,13.4,13.61,25018.37149,13.656585,9.81994288682578,-0.109820000000001,9.61373667491524,-0.170809999999999,23177.89843,23177.89843,11.50496853,13.69115924,14,373
"375","7/22/2011",16089,1.17952e+14,7331245705,4105251.164,1.91823e+11,11.77873472,13.61,13.81,13.45,13.69542,15165.61507,13.65220935,9.68589108765103,0.0854200000000009,9.81994288682578,-0.109820000000001,25018.37149,25018.37149,9.3605919,13.656585,13.78,374
"376","7/23/2011",15115,1.26761e+14,8386466495,4166305.968,65528322428,9.81383186,13.69999,13.7649,13.51,13.68,22455.59781,13.64382107,9.62344290721356,-0.01999,9.68589108765103,0.0854200000000009,15165.61507,15165.61507,11.77873472,13.65220935,13.81,375
"377","7/24/2011",15390,3.39225e+14,22041921505,4282688.888,3.61467e+11,7.9042719,13.6904,14.1,13.6,13.98001,26623.25583,13.86163373,9.64147322683293,0.28961,9.62344290721356,-0.01999,22455.59781,22455.59781,9.81383186,13.64382107,13.7649,376
"378","7/25/2011",12285,6.89343e+13,5611256145,4370678.707,1.97011e+11,13.19779016,13.98001,14.72299,13.76,14.0478,31577.95973,14.19588863,9.41613428495528,0.0677900000000005,9.64147322683293,0.28961,26623.25583,26623.25583,7.9042719,13.86163373,14.1,377
"379","7/26/2011",10334,3.24132e+13,3136558176,4435975.349,1.40148e+11,8.61433947,14.02979,14.05051,13.768,13.88214,16793.8556,13.90896108,9.24319470884713,-0.147650000000001,9.41613428495528,0.0677900000000005,31577.95973,31577.95973,13.19779016,14.19588863,14.72299,378
"380","7/27/2011",13954,5.94215e+13,4258382289,4461584.503,1.596e+11,9.17862736,13.88214,14.13,13.85,13.9394,11508.66354,13.95866131,9.54352148449918,0.0572599999999994,9.24319470884713,-0.147650000000001,16793.8556,16793.8556,8.61433947,13.90896108,14.05051,379
"381","7/28/2011",15711,5.40107e+13,3437766293,4548583.31,4.57028e+11,7.45699769,13.891,13.939,13.312,13.49011,32738.27076,13.61374836,9.6621163829476,-0.40089,9.54352148449918,0.0572599999999994,11508.66354,11508.66354,9.17862736,13.95866131,14.13,380
"382","7/29/2011",16831,3.97531e+13,2361899077,4615111.402,1.04871e+11,6.6564493,13.4901,13.7,13.3302,13.49832,7257.507474,13.5061149,9.73097770312617,0.00821999999999967,9.6621163829476,-0.40089,32738.27076,32738.27076,7.45699769,13.61374836,13.939,381
"383","7/30/2011",15512,4.07713e+13,2628371214,4698224.989,2.57819e+11,6.60580997,13.5015,13.63,13.45,13.53034,6104.383299,13.52969492,9.64936919692249,0.0288400000000006,9.73097770312617,0.00821999999999967,7257.507474,7257.507474,6.6564493,13.5061149,13.7,382
"384","7/31/2011",15278,3.18582e+13,2085231411,4742827.583,64558463329,6.12797681,13.5365,14.8999,12.82922,13.35,45723.43824,13.51900743,9.6341691641013,-0.186500000000001,9.64936919692249,0.0288400000000006,6104.383299,6104.383299,6.60580997,13.52969492,13.63,383
"385","8/1/2011",12867,4.93774e+13,3837521749,4836201.208,1.64069e+11,7.45372377,13.3503,13.5501,12.85,13.0946,21748.08591,13.16773443,9.46242117318499,-0.255700000000001,9.6341691641013,-0.186500000000001,45723.43824,45723.43824,6.12797681,13.51900743,14.8999,384
"386","8/2/2011",13584,3.79338e+13,2792535989,4925943.103,1.58692e+11,7.8853759,13.09628,13.1,11.5,12.05,57242.68768,12.39395257,9.51664790855113,-1.04628,9.46242117318499,-0.255700000000001,21748.08591,21748.08591,7.45372377,13.16773443,13.5501,385
"387","8/3/2011",11528,3.64318e+13,3160286914,4991019.969,1.07995e+11,7.49064465,12.05,12.16,8.7,9.26,90287.33121,10.45139068,9.35253413767936,-2.79,9.51664790855113,-1.04628,57242.68768,57242.68768,7.8853759,12.39395257,13.1,386
"388","8/4/2011",16124,1.03776e+14,6436128926,5060581.966,1.12882e+11,8.65111491,9.287,11.15,9.26999,10.75,50094.10312,10.57761934,9.68806412423706,1.463,9.35253413767936,-2.79,90287.33121,90287.33121,7.49064465,10.45139068,12.16,387
"389","8/5/2011",17732,2.48051e+14,13988873325,5164007.587,1.71834e+11,6.39034612,10.7106,10.99,9.5,9.7999,30765.68959,10.26685684,9.78312619586494,-0.9107,9.68806412423706,1.463,50094.10312,50094.10312,8.65111491,10.57761934,11.15,388
"390","8/6/2011",15041,1.14023e+14,7580816835,5258802.857,1.70181e+11,7.4397722,9.7403,9.95,5.742,6.55,102411.7273,7.823450482,9.61853508465521,-3.1903,9.78312619586494,-0.9107,30765.68959,30765.68959,6.39034612,10.26685684,10.99,389
"391","8/7/2011",13323,4.83886e+13,3631958829,5313190.418,1.34272e+11,22.92516799,6.5317,9.47,6.01,7.9,89830.95785,7.723361671,9.49724714396021,1.3683,9.61853508465521,-3.1903,102411.7273,102411.7273,7.4397722,7.823450482,9.95,390
"392","8/8/2011",12781,3.38258e+13,2646570897,5359836.457,1.16171e+11,8.01767941,7.9,8.15998,7.055,7.79991,34042.22083,7.742449785,9.45571497213171,-0.100090000000001,9.49724714396021,1.3683,89830.95785,89830.95785,22.92516799,7.723361671,9.47,391
"393","8/9/2011",13437,3.04021e+13,2262569196,5422848.314,2.31288e+11,11.0804063,7.79996,12.1,7.671,9.99,114472.7752,9.715181345,9.50576737487541,2.19004,9.45571497213171,-0.100090000000001,34042.22083,34042.22083,8.01767941,7.742449785,8.15998,392
"394","8/10/2011",14418,4.48284e+13,3109194008,5514724.407,2.50029e+11,9.43100171,9.95017,10.40001,9.5,9.98,24254.45049,10.00222549,9.57623270496452,0.0298300000000005,9.50576737487541,2.19004,114472.7752,114472.7752,11.0804063,9.715181345,12.1,393
"395","8/11/2011",17118,3.33366e+13,1947460778,5611583.771,4.56165e+11,8.96972833,10.08821,10.4959,8.45099,9.46248,58114.56412,9.474008669,9.74788582044155,-0.625730000000001,9.57623270496452,0.0298300000000005,24254.45049,24254.45049,9.43100171,10.00222549,10.40001,394
"396","8/12/2011",17697,3.60807e+13,2038804513,5719733.014,3.49755e+11,6.31242296,9.46268,9.8,8.91,9.46051,41592.12006,9.31609586,9.78115041267118,-0.00217000000000134,9.74788582044155,-0.625730000000001,58114.56412,58114.56412,8.96972833,9.474008669,10.4959,395
"397","8/13/2011",15191,3.22567e+13,2123408496,5828069.812,3.87544e+11,6.7979716,9.47024,10.25041,9.28,10.131,29759.75834,9.796554124,9.62845842620766,0.66076,9.78115041267118,-0.00217000000000134,41592.12006,41592.12006,6.31242296,9.31609586,9.8,396
"398","8/14/2011",13078,4.00094e+13,3059287046,5907908.09,2.10982e+11,9.77820713,10.1302,11.24,9.62,10.7957,44125.49991,10.61413272,9.47868670812122,0.6655,9.62845842620766,0.66076,29759.75834,29759.75834,6.7979716,9.796554124,10.25041,397
"399","8/15/2011",15091,5.55845e+13,3683289049,6015607.525,1.22168e+11,9.26323877,10.7921,11.89,10.72151,11.14979,38155.54269,11.30120841,9.62185381861855,0.35769,9.47868670812122,0.6655,44125.49991,44125.49991,9.77820713,10.61413272,11.24,398
"400","8/16/2011",12733,2.24544e+13,1763478500,6128969.715,2.87016e+11,9.5779113,11.1548,11.32,10.8109,10.96409,15325.43631,11.05077099,9.45195232757344,-0.190709999999999,9.62185381861855,0.35769,38155.54269,38155.54269,9.26323877,11.30120841,11.89,399
"401","8/17/2011",13280,2.42627e+13,1827007942,6244616.648,2.747e+11,7.99886482,10.92339,11.1,10.661,10.94555,22898.68983,10.87855583,9.49401442303042,0.0221600000000013,9.45195232757344,-0.190709999999999,15325.43631,15325.43631,9.5779113,11.05077099,11.32,400
"402","8/18/2011",14321,2.72921e+13,1905742438,6344549.103,1.28179e+11,6.1145595,10.97792,11.04999,10.81,10.83001,8210.377709,10.9026989,9.5694822704787,-0.14791,9.49401442303042,0.0221600000000013,22898.68983,22898.68983,7.99886482,10.87855583,11.1,401
"403","8/19/2011",13107,4.39592e+13,3353875638,6441235.349,1.27959e+11,7.41319369,10.83001,11.81,10.83001,11.65,33721.04966,11.39614212,9.48090171761955,0.819990000000001,9.5694822704787,-0.14791,8210.377709,8210.377709,6.1145595,10.9026989,11.04999,402
"404","8/20/2011",13043,5.59426e+13,4289091289,6538700.359,1.27264e+11,6.10397746,11.65638,11.69001,11.4,11.453,9915.00203,11.48565499,9.47600687037028,-0.203380000000001,9.48090171761955,0.819990000000001,33721.04966,33721.04966,7.41319369,11.39614212,11.81,403
"405","8/21/2011",13002,3.73584e+13,2873281035,6607033.167,1.35913e+11,5.57001909,11.453,11.51,11.31,11.31125,8720.349568,11.37809611,9.47285847076441,-0.14175,9.47600687037028,-0.203380000000001,9915.00203,9915.00203,6.10397746,11.48565499,11.69001,404
"406","8/22/2011",14642,2.77427e+13,1894734642,6682713.309,52414638963,7.23054005,11.31125,11.501,10.51,10.895,36996.14353,11.02534183,9.59164939020659,-0.41625,9.47285847076441,-0.14175,8720.349568,8720.349568,5.57001909,11.37809611,11.51,405
"407","8/23/2011",12930,2.70527e+14,20922453927,6753835.281,82888918826,5.45671341,10.909,11.3,10.809,10.94001,12779.50877,11.03478326,9.4673054717659,0.0310099999999984,9.59164939020659,-0.41625,36996.14353,36996.14353,7.23054005,11.02534183,11.501,406
"408","8/24/2011",9948,1.83289e+13,1842472900,6820070.304,71085287540,9.52533281,10.94001,11.083,10.8309,10.8506,7815.833204,10.94140115,9.2051268049233,-0.0894099999999991,9.4673054717659,0.0310099999999984,12779.50877,12779.50877,5.45671341,11.03478326,11.3,407
"409","8/25/2011",14819,2.37175e+13,1600478837,6879460.25,76323940171,6.85117903,10.8506,10.891,9.1,9.65702,55485.3923,10.00681475,9.60366542019018,-1.19358,9.2051268049233,-0.0894099999999991,7815.833204,7815.833204,9.52533281,10.94140115,11.083,408
"410","8/26/2011",13802,2.36575e+13,1714065583,6966243.876,2.82645e+11,5.08571809,9.65702,9.889,7.642,8.17939,83004.36527,8.653877697,9.53256878818055,-1.47763,9.60366542019018,-1.19358,55485.3923,55485.3923,6.85117903,10.00681475,10.891,409
"411","8/27/2011",12712,2.63824e+13,2075395328,7030350.505,2.28435e+11,5.07591598,8.17939,9.11,8.12082,8.5902,21998.79373,8.626717258,9.45030170821655,0.41081,9.53256878818055,-1.47763,83004.36527,83004.36527,5.08571809,8.653877697,9.889,410
"412","8/28/2011",13448,3.28417e+13,2442124118,7074755.353,63213551922,4.24898819,8.5911,9.4811,8.44758,9.07011,24155.28176,8.971404432,9.50658567508845,0.479009999999999,9.45030170821655,0.41081,21998.79373,21998.79373,5.07591598,8.626717258,9.11,411
